0.007143 -0.050000 -0.050000,0.064286 -0.450000 -0.450000,0.121429 -0.850000 -0.850000,0.178571 -1.250000 -1.250000,0.235714 -1.650000 -1.650000,0.292857 -2.050000 -2.050000,0.350000 -2.450000 -2.450000,0.407143 -2.850000 -2.850000,0.464286 -3.250000 -3.250000,0.507143 -3.550000 -3.550000,
0.021429 -0.021429 0.021429,0.321429 -0.321429 0.321429,0.621429 -0.621429 0.621429,0.921429 -0.921429 0.921429,1.221429 -1.221429 1.221429,1.521429 -1.521429 1.521429,1.821429 -1.821429 1.821429,2.121429 -2.121429 2.121429,2.421429 -2.421429 2.421429,2.892857 -2.892857 2.892857,
0.021429 -0.021429 0.035714,0.257143 -0.257143 0.428571,0.492857 -0.492857 0.821429,0.728571 -0.728571 1.214286,0.964286 -0.964286 1.607143,1.200000 -1.200000 2.000000,1.435714 -1.435714 2.392857,1.671429 -1.671429 2.785714,1.907143 -1.907143 3.178571,2.292857 -2.292857 3.821429,
0.021429 -0.021429 0.050000,0.214286 -0.214286 0.500000,0.407143 -0.407143 0.950000,0.600000 -0.600000 1.400000,0.792857 -0.792857 1.850000,0.985714 -0.985714 2.300000,1.178571 -1.178571 2.750000,1.371429 -1.371429 3.200000,1.564286 -1.564286 3.650000,1.842857 -1.842857 4.300000,
0.021429 -0.007143 -0.050000,0.235714 -0.078571 -0.550000,0.450000 -0.150000 -1.050000,0.664286 -0.221429 -1.550000,0.878571 -0.292857 -2.050000,1.092857 -0.364286 -2.550000,1.307143 -0.435714 -3.050000,1.521429 -0.507143 -3.550000,1.735714 -0.578571 -4.050000,1.971429 -0.657143 -4.600000,
0.021429 -0.007143 -0.035714,0.278571 -0.092857 -0.464286,0.535714 -0.178571 -0.892857,0.792857 -0.264286 -1.321429,1.050000 -0.350000 -1.750000,1.307143 -0.435714 -2.178571,1.564286 -0.521429 -2.607143,1.821429 -0.607143 -3.035714,2.078571 -0.692857 -3.464286,2.550000 -0.850000 -4.250000,
0.021429 -0.007143 -0.021429,0.385714 -0.128571 -0.385714,0.750000 -0.250000 -0.750000,1.114286 -0.371429 -1.114286,1.478571 -0.492857 -1.478571,1.842857 -0.614286 -1.842857,2.207143 -0.735714 -2.207143,2.571429 -0.857143 -2.571429,2.935714 -0.978571 -2.935714,3.450000 -1.150000 -3.450000,
0.021429 -0.007143 -0.007143,0.492857 -0.164286 -0.164286,0.964286 -0.321429 -0.321429,1.435714 -0.478571 -0.478571,1.907143 -0.635714 -0.635714,2.378571 -0.792857 -0.792857,2.850000 -0.950000 -0.950000,3.321429 -1.107143 -1.107143,3.792857 -1.264286 -1.264286,4.542857 -1.514286 -1.514286,
0.021429 -0.007143 0.007143,0.492857 -0.164286 0.164286,0.964286 -0.321429 0.321429,1.435714 -0.478571 0.478571,1.907143 -0.635714 0.635714,2.378571 -0.792857 0.792857,2.850000 -0.950000 0.950000,3.321429 -1.107143 1.107143,3.792857 -1.264286 1.264286,4.542857 -1.514286 1.514286,
0.021429 -0.007143 0.021429,0.385714 -0.128571 0.385714,0.750000 -0.250000 0.750000,1.114286 -0.371429 1.114286,1.478571 -0.492857 1.478571,1.842857 -0.614286 1.842857,2.207143 -0.735714 2.207143,2.571429 -0.857143 2.571429,2.935714 -0.978571 2.935714,3.450000 -1.150000 3.450000,
0.021429 -0.007143 0.035714,0.278571 -0.092857 0.464286,0.535714 -0.178571 0.892857,0.792857 -0.264286 1.321429,1.050000 -0.350000 1.750000,1.307143 -0.435714 2.178571,1.564286 -0.521429 2.607143,1.821429 -0.607143 3.035714,2.078571 -0.692857 3.464286,2.550000 -0.850000 4.250000,
0.021429 -0.007143 0.050000,0.235714 -0.078571 0.550000,0.450000 -0.150000 1.050000,0.664286 -0.221429 1.550000,0.878571 -0.292857 2.050000,1.092857 -0.364286 2.550000,1.307143 -0.435714 3.050000,1.521429 -0.507143 3.550000,1.735714 -0.578571 4.050000,1.971429 -0.657143 4.600000,
0.021429 0.007143 -0.050000,0.235714 0.078571 -0.550000,0.450000 0.150000 -1.050000,0.664286 0.221429 -1.550000,0.878571 0.292857 -2.050000,1.092857 0.364286 -2.550000,1.307143 0.435714 -3.050000,1.521429 0.507143 -3.550000,1.735714 0.578571 -4.050000,1.971429 0.657143 -4.600000,
0.021429 0.007143 -0.035714,0.278571 0.092857 -0.464286,0.535714 0.178571 -0.892857,0.792857 0.264286 -1.321429,1.050000 0.350000 -1.750000,1.307143 0.435714 -2.178571,1.564286 0.521429 -2.607143,1.821429 0.607143 -3.035714,2.078571 0.692857 -3.464286,2.550000 0.850000 -4.250000,
0.021429 0.007143 -0.021429,0.385714 0.128571 -0.385714,0.750000 0.250000 -0.750000,1.114286 0.371429 -1.114286,1.478571 0.492857 -1.478571,1.842857 0.614286 -1.842857,2.207143 0.735714 -2.207143,2.571429 0.857143 -2.571429,2.935714 0.978571 -2.935714,3.450000 1.150000 -3.450000,
0.021429 0.007143 -0.007143,0.492857 0.164286 -0.164286,0.964286 0.321429 -0.321429,1.435714 0.478571 -0.478571,1.907143 0.635714 -0.635714,2.378571 0.792857 -0.792857,2.850000 0.950000 -0.950000,3.321429 1.107143 -1.107143,3.792857 1.264286 -1.264286,4.542857 1.514286 -1.514286,
0.021429 0.007143 0.007143,0.492857 0.164286 0.164286,0.964286 0.321429 0.321429,1.435714 0.478571 0.478571,1.907143 0.635714 0.635714,2.378571 0.792857 0.792857,2.850000 0.950000 0.950000,3.321429 1.107143 1.107143,3.792857 1.264286 1.264286,4.542857 1.514286 1.514286,
0.021429 0.007143 0.021429,0.385714 0.128571 0.385714,0.750000 0.250000 0.750000,1.114286 0.371429 1.114286,1.478571 0.492857 1.478571,1.842857 0.614286 1.842857,2.207143 0.735714 2.207143,2.571429 0.857143 2.571429,2.935714 0.978571 2.935714,3.450000 1.150000 3.450000,
0.021429 0.007143 0.035714,0.278571 0.092857 0.464286,0.535714 0.178571 0.892857,0.792857 0.264286 1.321429,1.050000 0.350000 1.750000,1.307143 0.435714 2.178571,1.564286 0.521429 2.607143,1.821429 0.607143 3.035714,2.078571 0.692857 3.464286,2.550000 0.850000 4.250000,
0.021429 0.007143 0.050000,0.235714 0.078571 0.550000,0.450000 0.150000 1.050000,0.664286 0.221429 1.550000,0.878571 0.292857 2.050000,1.092857 0.364286 2.550000,1.307143 0.435714 3.050000,1.521429 0.507143 3.550000,1.735714 0.578571 4.050000,1.971429 0.657143 4.600000,
0.021429 0.021429 -0.050000,0.214286 0.214286 -0.500000,0.407143 0.407143 -0.950000,0.600000 0.600000 -1.400000,0.792857 0.792857 -1.850000,0.985714 0.985714 -2.300000,1.178571 1.178571 -2.750000,1.371429 1.371429 -3.200000,1.564286 1.564286 -3.650000,1.842857 1.842857 -4.300000,
0.021429 0.021429 -0.035714,0.257143 0.257143 -0.428571,0.492857 0.492857 -0.821429,0.728571 0.728571 -1.214286,0.964286 0.964286 -1.607143,1.200000 1.200000 -2.000000,1.435714 1.435714 -2.392857,1.671429 1.671429 -2.785714,1.907143 1.907143 -3.178571,2.292857 2.292857 -3.821429,
0.021429 0.021429 -0.021429,0.321429 0.321429 -0.321429,0.621429 0.621429 -0.621429,0.921429 0.921429 -0.921429,1.221429 1.221429 -1.221429,1.521429 1.521429 -1.521429,1.821429 1.821429 -1.821429,2.121429 2.121429 -2.121429,2.421429 2.421429 -2.421429,2.892857 2.892857 -2.892857,
0.021429 0.021429 -0.007143,0.385714 0.385714 -0.128571,0.750000 0.750000 -0.250000,1.114286 1.114286 -0.371429,1.478571 1.478571 -0.492857,1.842857 1.842857 -0.614286,2.207143 2.207143 -0.735714,2.571429 2.571429 -0.857143,2.935714 2.935714 -0.978571,3.450000 3.450000 -1.150000,
0.021429 0.021429 0.007143,0.385714 0.385714 0.128571,0.750000 0.750000 0.250000,1.114286 1.114286 0.371429,1.478571 1.478571 0.492857,1.842857 1.842857 0.614286,2.207143 2.207143 0.735714,2.571429 2.571429 0.857143,2.935714 2.935714 0.978571,3.450000 3.450000 1.150000,
0.021429 0.021429 0.021429,0.321429 0.321429 0.321429,0.621429 0.621429 0.621429,0.921429 0.921429 0.921429,1.221429 1.221429 1.221429,1.521429 1.521429 1.521429,1.821429 1.821429 1.821429,2.121429 2.121429 2.121429,2.421429 2.421429 2.421429,2.892857 2.892857 2.892857,
0.021429 0.021429 0.035714,0.257143 0.257143 0.428571,0.492857 0.492857 0.821429,0.728571 0.728571 1.214286,0.964286 0.964286 1.607143,1.200000 1.200000 2.000000,1.435714 1.435714 2.392857,1.671429 1.671429 2.785714,1.907143 1.907143 3.178571,2.292857 2.292857 3.821429,
0.021429 0.021429 0.050000,0.214286 0.214286 0.500000,0.407143 0.407143 0.950000,0.600000 0.600000 1.400000,0.792857 0.792857 1.850000,0.985714 0.985714 2.300000,1.178571 1.178571 2.750000,1.371429 1.371429 3.200000,1.564286 1.564286 3.650000,1.842857 1.842857 4.300000,
0.021429 0.035714 -0.050000,0.192857 0.321429 -0.450000,0.364286 0.607143 -0.850000,0.535714 0.892857 -1.250000,0.707143 1.178571 -1.650000,0.878571 1.464286 -2.050000,1.050000 1.750000 -2.450000,1.221429 2.035714 -2.850000,1.392857 2.321429 -3.250000,1.650000 2.750000 -3.850000,
0.021429 0.035714 -0.035714,0.235714 0.392857 -0.392857,0.450000 0.750000 -0.750000,0.664286 1.107143 -1.107143,0.878571 1.464286 -1.464286,1.092857 1.821429 -1.821429,1.307143 2.178571 -2.178571,1.521429 2.535714 -2.535714,1.735714 2.892857 -2.892857,1.971429 3.285714 -3.285714,
0.021429 0.035714 -0.021429,0.257143 0.428571 -0.257143,0.492857 0.821429 -0.492857,0.728571 1.214286 -0.728571,0.964286 1.607143 -0.964286,1.200000 2.000000 -1.200000,1.435714 2.392857 -1.435714,1.671429 2.785714 -1.671429,1.907143 3.178571 -1.907143,2.292857 3.821429 -2.292857,
0.021429 0.035714 -0.007143,0.278571 0.464286 -0.092857,0.535714 0.892857 -0.178571,0.792857 1.321429 -0.264286,1.050000 1.750000 -0.350000,1.307143 2.178571 -0.435714,1.564286 2.607143 -0.521429,1.821429 3.035714 -0.607143,2.078571 3.464286 -0.692857,2.550000 4.250000 -0.850000,
0.021429 0.035714 0.007143,0.278571 0.464286 0.092857,0.535714 0.892857 0.178571,0.792857 1.321429 0.264286,1.050000 1.750000 0.350000,1.307143 2.178571 0.435714,1.564286 2.607143 0.521429,1.821429 3.035714 0.607143,2.078571 3.464286 0.692857,2.550000 4.250000 0.850000,
0.021429 0.035714 0.021429,0.257143 0.428571 0.257143,0.492857 0.821429 0.492857,0.728571 1.214286 0.728571,0.964286 1.607143 0.964286,1.200000 2.000000 1.200000,1.435714 2.392857 1.435714,1.671429 2.785714 1.671429,1.907143 3.178571 1.907143,2.292857 3.821429 2.292857,
0.021429 0.035714 0.035714,0.235714 0.392857 0.392857,0.450000 0.750000 0.750000,0.664286 1.107143 1.107143,0.878571 1.464286 1.464286,1.092857 1.821429 1.821429,1.307143 2.178571 2.178571,1.521429 2.535714 2.535714,1.735714 2.892857 2.892857,1.971429 3.285714 3.285714,
0.021429 0.035714 0.050000,0.192857 0.321429 0.450000,0.364286 0.607143 0.850000,0.535714 0.892857 1.250000,0.707143 1.178571 1.650000,0.878571 1.464286 2.050000,1.050000 1.750000 2.450000,1.221429 2.035714 2.850000,1.392857 2.321429 3.250000,1.650000 2.750000 3.850000,
0.021429 0.050000 -0.050000,0.171429 0.400000 -0.400000,0.321429 0.750000 -0.750000,0.471429 1.100000 -1.100000,0.621429 1.450000 -1.450000,0.771429 1.800000 -1.800000,0.921429 2.150000 -2.150000,1.071429 2.500000 -2.500000,1.221429 2.850000 -2.850000,1.457143 3.400000 -3.400000,
0.021429 0.050000 -0.035714,0.192857 0.450000 -0.321429,0.364286 0.850000 -0.607143,0.535714 1.250000 -0.892857,0.707143 1.650000 -1.178571,0.878571 2.050000 -1.464286,1.050000 2.450000 -1.750000,1.221429 2.850000 -2.035714,1.392857 3.250000 -2.321429,1.650000 3.850000 -2.750000,
0.021429 0.050000 -0.021429,0.214286 0.500000 -0.214286,0.407143 0.950000 -0.407143,0.600000 1.400000 -0.600000,0.792857 1.850000 -0.792857,0.985714 2.300000 -0.985714,1.178571 2.750000 -1.178571,1.371429 3.200000 -1.371429,1.564286 3.650000 -1.564286,1.842857 4.300000 -1.842857,
0.021429 0.050000 -0.007143,0.235714 0.550000 -0.078571,0.450000 1.050000 -0.150000,0.664286 1.550000 -0.221429,0.878571 2.050000 -0.292857,1.092857 2.550000 -0.364286,1.307143 3.050000 -0.435714,1.521429 3.550000 -0.507143,1.735714 4.050000 -0.578571,1.971429 4.600000 -0.657143,
0.021429 0.050000 0.007143,0.235714 0.550000 0.078571,0.450000 1.050000 0.150000,0.664286 1.550000 0.221429,0.878571 2.050000 0.292857,1.092857 2.550000 0.364286,1.307143 3.050000 0.435714,1.521429 3.550000 0.507143,1.735714 4.050000 0.578571,1.971429 4.600000 0.657143,
0.021429 0.050000 0.021429,0.214286 0.500000 0.214286,0.407143 0.950000 0.407143,0.600000 1.400000 0.600000,0.792857 1.850000 0.792857,0.985714 2.300000 0.985714,1.178571 2.750000 1.178571,1.371429 3.200000 1.371429,1.564286 3.650000 1.564286,1.842857 4.300000 1.842857,
0.021429 0.050000 0.035714,0.192857 0.450000 0.321429,0.364286 0.850000 0.607143,0.535714 1.250000 0.892857,0.707143 1.650000 1.178571,0.878571 2.050000 1.464286,1.050000 2.450000 1.750000,1.221429 2.850000 2.035714,1.392857 3.250000 2.321429,1.650000 3.850000 2.750000,
0.021429 0.050000 0.050000,0.171429 0.400000 0.400000,0.321429 0.750000 0.750000,0.471429 1.100000 1.100000,0.621429 1.450000 1.450000,0.771429 1.800000 1.800000,0.921429 2.150000 2.150000,1.071429 2.500000 2.500000,1.221429 2.850000 2.850000,1.457143 3.400000 3.400000,
0.035714 -0.050000 -0.050000,0.285714 -0.400000 -0.400000,0.535714 -0.750000 -0.750000,0.785714 -1.100000 -1.100000,1.035714 -1.450000 -1.450000,1.285714 -1.800000 -1.800000,1.535714 -2.150000 -2.150000,1.785714 -2.500000 -2.500000,2.035714 -2.850000 -2.850000,2.285714 -3.200000 -3.200000,
0.035714 -0.050000 -0.035714,0.321429 -0.450000 -0.321429,0.607143 -0.850000 -0.607143,0.892857 -1.250000 -0.892857,1.178571 -1.650000 -1.178571,1.464286 -2.050000 -1.464286,1.750000 -2.450000 -1.750000,2.035714 -2.850000 -2.035714,2.321429 -3.250000 -2.321429,2.535714 -3.550000 -2.535714,
0.035714 -0.050000 -0.021429,0.321429 -0.450000 -0.192857,0.607143 -0.850000 -0.364286,0.892857 -1.250000 -0.535714,1.178571 -1.650000 -0.707143,1.464286 -2.050000 -0.878571,1.750000 -2.450000 -1.050000,2.035714 -2.850000 -1.221429,2.321429 -3.250000 -1.392857,2.750000 -3.850000 -1.650000,
0.035714 -0.050000 -0.007143,0.357143 -0.500000 -0.071429,0.678571 -0.950000 -0.135714,1.000000 -1.400000 -0.200000,1.321429 -1.850000 -0.264286,1.642857 -2.300000 -0.328571,1.964286 -2.750000 -0.392857,2.285714 -3.200000 -0.457143,2.607143 -3.650000 -0.521429,2.892857 -4.050000 -0.578571,
0.035714 -0.050000 0.007143,0.357143 -0.500000 0.071429,0.678571 -0.950000 0.135714,1.000000 -1.400000 0.200000,1.321429 -1.850000 0.264286,1.642857 -2.300000 0.328571,1.964286 -2.750000 0.392857,2.285714 -3.200000 0.457143,2.607143 -3.650000 0.521429,2.892857 -4.050000 0.578571,
0.035714 -0.050000 0.021429,0.321429 -0.450000 0.192857,0.607143 -0.850000 0.364286,0.892857 -1.250000 0.535714,1.178571 -1.650000 0.707143,1.464286 -2.050000 0.878571,1.750000 -2.450000 1.050000,2.035714 -2.850000 1.221429,2.321429 -3.250000 1.392857,2.750000 -3.850000 1.650000,
0.035714 -0.050000 0.035714,0.321429 -0.450000 0.321429,0.607143 -0.850000 0.607143,0.892857 -1.250000 0.892857,1.178571 -1.650000 1.178571,1.464286 -2.050000 1.464286,1.750000 -2.450000 1.750000,2.035714 -2.850000 2.035714,2.321429 -3.250000 2.321429,2.535714 -3.550000 2.535714,
0.035714 -0.050000 0.050000,0.285714 -0.400000 0.400000,0.535714 -0.750000 0.750000,0.785714 -1.100000 1.100000,1.035714 -1.450000 1.450000,1.285714 -1.800000 1.800000,1.535714 -2.150000 2.150000,1.785714 -2.500000 2.500000,2.035714 -2.850000 2.850000,2.285714 -3.200000 3.200000,
0.035714 -0.035714 -0.050000,0.321429 -0.321429 -0.450000,0.607143 -0.607143 -0.850000,0.892857 -0.892857 -1.250000,1.178571 -1.178571 -1.650000,1.464286 -1.464286 -2.050000,1.750000 -1.750000 -2.450000,2.035714 -2.035714 -2.850000,2.321429 -2.321429 -3.250000,2.535714 -2.535714 -3.550000,
0.035714 -0.035714 -0.035714,0.357143 -0.357143 -0.357143,0.678571 -0.678571 -0.678571,1.000000 -1.000000 -1.000000,1.321429 -1.321429 -1.321429,1.642857 -1.642857 -1.642857,1.964286 -1.964286 -1.964286,2.285714 -2.285714 -2.285714,2.607143 -2.607143 -2.607143,2.892857 -2.892857 -2.892857,
0.035714 -0.035714 -0.021429,0.392857 -0.392857 -0.235714,0.750000 -0.750000 -0.450000,1.107143 -1.107143 -0.664286,1.464286 -1.464286 -0.878571,1.821429 -1.821429 -1.092857,2.178571 -2.178571 -1.307143,2.535714 -2.535714 -1.521429,2.892857 -2.892857 -1.735714,3.285714 -3.285714 -1.971429,
0.035714 -0.035714 -0.007143,0.392857 -0.392857 -0.078571,0.750000 -0.750000 -0.150000,1.107143 -1.107143 -0.221429,1.464286 -1.464286 -0.292857,1.821429 -1.821429 -0.364286,2.178571 -2.178571 -0.435714,2.535714 -2.535714 -0.507143,2.892857 -2.892857 -0.578571,3.535714 -3.535714 -0.707143,
0.035714 -0.035714 0.007143,0.392857 -0.392857 0.078571,0.750000 -0.750000 0.150000,1.107143 -1.107143 0.221429,1.464286 -1.464286 0.292857,1.821429 -1.821429 0.364286,2.178571 -2.178571 0.435714,2.535714 -2.535714 0.507143,2.892857 -2.892857 0.578571,3.535714 -3.535714 0.707143,
0.035714 -0.035714 0.021429,0.392857 -0.392857 0.235714,0.750000 -0.750000 0.450000,1.107143 -1.107143 0.664286,1.464286 -1.464286 0.878571,1.821429 -1.821429 1.092857,2.178571 -2.178571 1.307143,2.535714 -2.535714 1.521429,2.892857 -2.892857 1.735714,3.285714 -3.285714 1.971429,
0.035714 -0.035714 0.035714,0.357143 -0.357143 0.357143,0.678571 -0.678571 0.678571,1.000000 -1.000000 1.000000,1.321429 -1.321429 1.321429,1.642857 -1.642857 1.642857,1.964286 -1.964286 1.964286,2.285714 -2.285714 2.285714,2.607143 -2.607143 2.607143,2.892857 -2.892857 2.892857,
0.035714 -0.035714 0.050000,0.321429 -0.321429 0.450000,0.607143 -0.607143 0.850000,0.892857 -0.892857 1.250000,1.178571 -1.178571 1.650000,1.464286 -1.464286 2.050000,1.750000 -1.750000 2.450000,2.035714 -2.035714 2.850000,2.321429 -2.321429 3.250000,2.535714 -2.535714 3.550000,
0.035714 -0.021429 -0.050000,0.321429 -0.192857 -0.450000,0.607143 -0.364286 -0.850000,0.892857 -0.535714 -1.250000,1.178571 -0.707143 -1.650000,1.464286 -0.878571 -2.050000,1.750000 -1.050000 -2.450000,2.035714 -1.221429 -2.850000,2.321429 -1.392857 -3.250000,2.750000 -1.650000 -3.850000,
0.035714 -0.021429 -0.035714,0.392857 -0.235714 -0.392857,0.750000 -0.450000 -0.750000,1.107143 -0.664286 -1.107143,1.464286 -0.878571 -1.464286,1.821429 -1.092857 -1.821429,2.178571 -1.307143 -2.178571,2.535714 -1.521429 -2.535714,2.892857 -1.735714 -2.892857,3.285714 -1.971429 -3.285714,
0.035714 -0.021429 -0.021429,0.428571 -0.257143 -0.257143,0.821429 -0.492857 -0.492857,1.214286 -0.728571 -0.728571,1.607143 -0.964286 -0.964286,2.000000 -1.200000 -1.200000,2.392857 -1.435714 -1.435714,2.785714 -1.671429 -1.671429,3.178571 -1.907143 -1.907143,3.821429 -2.292857 -2.292857,
0.035714 -0.021429 -0.007143,0.464286 -0.278571 -0.092857,0.892857 -0.535714 -0.178571,1.321429 -0.792857 -0.264286,1.750000 -1.050000 -0.350000,2.178571 -1.307143 -0.435714,2.607143 -1.564286 -0.521429,3.035714 -1.821429 -0.607143,3.464286 -2.078571 -0.692857,4.250000 -2.550000 -0.850000,
0.035714 -0.021429 0.007143,0.464286 -0.278571 0.092857,0.892857 -0.535714 0.178571,1.321429 -0.792857 0.264286,1.750000 -1.050000 0.350000,2.178571 -1.307143 0.435714,2.607143 -1.564286 0.521429,3.035714 -1.821429 0.607143,3.464286 -2.078571 0.692857,4.250000 -2.550000 0.850000,
0.035714 -0.021429 0.021429,0.428571 -0.257143 0.257143,0.821429 -0.492857 0.492857,1.214286 -0.728571 0.728571,1.607143 -0.964286 0.964286,2.000000 -1.200000 1.200000,2.392857 -1.435714 1.435714,2.785714 -1.671429 1.671429,3.178571 -1.907143 1.907143,3.821429 -2.292857 2.292857,
0.035714 -0.021429 0.035714,0.392857 -0.235714 0.392857,0.750000 -0.450000 0.750000,1.107143 -0.664286 1.107143,1.464286 -0.878571 1.464286,1.821429 -1.092857 1.821429,2.178571 -1.307143 2.178571,2.535714 -1.521429 2.535714,2.892857 -1.735714 2.892857,3.285714 -1.971429 3.285714,
0.035714 -0.021429 0.050000,0.321429 -0.192857 0.450000,0.607143 -0.364286 0.850000,0.892857 -0.535714 1.250000,1.178571 -0.707143 1.650000,1.464286 -0.878571 2.050000,1.750000 -1.050000 2.450000,2.035714 -1.221429 2.850000,2.321429 -1.392857 3.250000,2.750000 -1.650000 3.850000,
0.035714 -0.007143 -0.050000,0.357143 -0.071429 -0.500000,0.678571 -0.135714 -0.950000,1.000000 -0.200000 -1.400000,1.321429 -0.264286 -1.850000,1.642857 -0.328571 -2.300000,1.964286 -0.392857 -2.750000,2.285714 -0.457143 -3.200000,2.607143 -0.521429 -3.650000,2.892857 -0.578571 -4.050000,
0.035714 -0.007143 -0.035714,0.392857 -0.078571 -0.392857,0.750000 -0.150000 -0.750000,1.107143 -0.221429 -1.107143,1.464286 -0.292857 -1.464286,1.821429 -0.364286 -1.821429,2.178571 -0.435714 -2.178571,2.535714 -0.507143 -2.535714,2.892857 -0.578571 -2.892857,3.535714 -0.707143 -3.535714,
0.035714 -0.007143 -0.021429,0.464286 -0.092857 -0.278571,0.892857 -0.178571 -0.535714,1.321429 -0.264286 -0.792857,1.750000 -0.350000 -1.050000,2.178571 -0.435714 -1.307143,2.607143 -0.521429 -1.564286,3.035714 -0.607143 -1.821429,3.464286 -0.692857 -2.078571,4.250000 -0.850000 -2.550000,
0.035714 -0.007143 -0.007143,0.535714 -0.107143 -0.107143,1.035714 -0.207143 -0.207143,1.535714 -0.307143 -0.307143,2.035714 -0.407143 -0.407143,2.535714 -0.507143 -0.507143,3.035714 -0.607143 -0.607143,3.535714 -0.707143 -0.707143,4.035714 -0.807143 -0.807143,4.821429 -0.964286 -0.964286,
0.035714 -0.007143 0.007143,0.535714 -0.107143 0.107143,1.035714 -0.207143 0.207143,1.535714 -0.307143 0.307143,2.035714 -0.407143 0.407143,2.535714 -0.507143 0.507143,3.035714 -0.607143 0.607143,3.535714 -0.707143 0.707143,4.035714 -0.807143 0.807143,4.821429 -0.964286 0.964286,
0.035714 -0.007143 0.021429,0.464286 -0.092857 0.278571,0.892857 -0.178571 0.535714,1.321429 -0.264286 0.792857,1.750000 -0.350000 1.050000,2.178571 -0.435714 1.307143,2.607143 -0.521429 1.564286,3.035714 -0.607143 1.821429,3.464286 -0.692857 2.078571,4.250000 -0.850000 2.550000,
0.035714 -0.007143 0.035714,0.392857 -0.078571 0.392857,0.750000 -0.150000 0.750000,1.107143 -0.221429 1.107143,1.464286 -0.292857 1.464286,1.821429 -0.364286 1.821429,2.178571 -0.435714 2.178571,2.535714 -0.507143 2.535714,2.892857 -0.578571 2.892857,3.535714 -0.707143 3.535714,
0.035714 -0.007143 0.050000,0.357143 -0.071429 0.500000,0.678571 -0.135714 0.950000,1.000000 -0.200000 1.400000,1.321429 -0.264286 1.850000,1.642857 -0.328571 2.300000,1.964286 -0.392857 2.750000,2.285714 -0.457143 3.200000,2.607143 -0.521429 3.650000,2.892857 -0.578571 4.050000,
0.035714 0.007143 -0.050000,0.357143 0.071429 -0.500000,0.678571 0.135714 -0.950000,1.000000 0.200000 -1.400000,1.321429 0.264286 -1.850000,1.642857 0.328571 -2.300000,1.964286 0.392857 -2.750000,2.285714 0.457143 -3.200000,2.607143 0.521429 -3.650000,2.892857 0.578571 -4.050000,
0.035714 0.007143 -0.035714,0.392857 0.078571 -0.392857,0.750000 0.150000 -0.750000,1.107143 0.221429 -1.107143,1.464286 0.292857 -1.464286,1.821429 0.364286 -1.821429,2.178571 0.435714 -2.178571,2.535714 0.507143 -2.535714,2.892857 0.578571 -2.892857,3.535714 0.707143 -3.535714,
0.035714 0.007143 -0.021429,0.464286 0.092857 -0.278571,0.892857 0.178571 -0.535714,1.321429 0.264286 -0.792857,1.750000 0.350000 -1.050000,2.178571 0.435714 -1.307143,2.607143 0.521429 -1.564286,3.035714 0.607143 -1.821429,3.464286 0.692857 -2.078571,4.250000 0.850000 -2.550000,
0.035714 0.007143 -0.007143,0.535714 0.107143 -0.107143,1.035714 0.207143 -0.207143,1.535714 0.307143 -0.307143,2.035714 0.407143 -0.407143,2.535714 0.507143 -0.507143,3.035714 0.607143 -0.607143,3.535714 0.707143 -0.707143,4.035714 0.807143 -0.807143,4.821429 0.964286 -0.964286,
0.035714 0.007143 0.007143,0.535714 0.107143 0.107143,1.035714 0.207143 0.207143,1.535714 0.307143 0.307143,2.035714 0.407143 0.407143,2.535714 0.507143 0.507143,3.035714 0.607143 0.607143,3.535714 0.707143 0.707143,4.035714 0.807143 0.807143,4.821429 0.964286 0.964286,
0.035714 0.007143 0.021429,0.464286 0.092857 0.278571,0.892857 0.178571 0.535714,1.321429 0.264286 0.792857,1.750000 0.350000 1.050000,2.178571 0.435714 1.307143,2.607143 0.521429 1.564286,3.035714 0.607143 1.821429,3.464286 0.692857 2.078571,4.250000 0.850000 2.550000,
0.035714 0.007143 0.035714,0.392857 0.078571 0.392857,0.750000 0.150000 0.750000,1.107143 0.221429 1.107143,1.464286 0.292857 1.464286,1.821429 0.364286 1.821429,2.178571 0.435714 2.178571,2.535714 0.507143 2.535714,2.892857 0.578571 2.892857,3.535714 0.707143 3.535714,
0.035714 0.007143 0.050000,0.357143 0.071429 0.500000,0.678571 0.135714 0.950000,1.000000 0.200000 1.400000,1.321429 0.264286 1.850000,1.642857 0.328571 2.300000,1.964286 0.392857 2.750000,2.285714 0.457143 3.200000,2.607143 0.521429 3.650000,2.892857 0.578571 4.050000,
0.035714 0.021429 -0.050000,0.321429 0.192857 -0.450000,0.607143 0.364286 -0.850000,0.892857 0.535714 -1.250000,1.178571 0.707143 -1.650000,1.464286 0.878571 -2.050000,1.750000 1.050000 -2.450000,2.035714 1.221429 -2.850000,2.321429 1.392857 -3.250000,2.750000 1.650000 -3.850000,
0.035714 0.021429 -0.035714,0.392857 0.235714 -0.392857,0.750000 0.450000 -0.750000,1.107143 0.664286 -1.107143,1.464286 0.878571 -1.464286,1.821429 1.092857 -1.821429,2.178571 1.307143 -2.178571,2.535714 1.521429 -2.535714,2.892857 1.735714 -2.892857,3.285714 1.971429 -3.285714,
